num_passengers,trip_type,flight_hour,flight_day,booking_origin,wants_extra_baggage,wants_preferred_seat,flight_duration,booking_complete
2,RoundTrip,9,Sat,Malaysia,0,0,8.83,1
1,RoundTrip,22,Sun,Malaysia,0,1,8.83,0
1,RoundTrip,10,Wed,Malaysia,1,1,8.83,1
1,RoundTrip,22,Tue,New Zealand,1,1,8.83,0
1,RoundTrip,15,Fri,Malaysia,1,0,8.83,1
1,RoundTrip,13,Wed,Philippines,0,0,8.83,0
2,RoundTrip,13,Wed,Malaysia,1,1,8.83,0
1,RoundTrip,13,Tue,Malaysia,1,0,8.83,0
1,RoundTrip,10,Tue,Malaysia,1,0,8.83,1
1,RoundTrip,5,Wed,New Zealand,1,1,8.83,0
1,RoundTrip,2,Wed,Malaysia,0,0,8.83,0
1,RoundTrip,15,Fri,Malaysia,1,1,8.83,0
1,RoundTrip,2,Sun,Malaysia,1,1,8.83,1
2,RoundTrip,11,Tue,New Zealand,0,0,8.83,0
1,RoundTrip,3,Fri,Malaysia,0,0,8.83,0
1,RoundTrip,9,Tue,Malaysia,0,0,8.83,1
1,RoundTrip,20,Fri,United Kingdom,1,0,8.83,0
5,RoundTrip,14,Thu,Malaysia,1,1,8.83,0
1,RoundTrip,6,Tue,New Zealand,1,0,8.83,0
1,RoundTrip,20,Tue,United Kingdom,0,0,8.83,0
1,RoundTrip,9,Mon,Malaysia,1,0,8.83,1
2,RoundTrip,6,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,5,Mon,Malaysia,1,0,8.83,0
3,RoundTrip,11,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,1,Wed,New Zealand,1,0,8.83,0
2,RoundTrip,7,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,11,Sat,New Zealand,0,0,8.83,0
5,RoundTrip,10,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,6,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,10,Fri,New Zealand,1,0,8.83,0
2,RoundTrip,6,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,8,Sat,Malaysia,1,1,8.83,0
4,RoundTrip,5,Wed,Malaysia,1,0,8.83,0
2,RoundTrip,1,Wed,New Zealand,1,0,8.83,1
2,RoundTrip,7,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,8,Sat,Malaysia,1,0,8.83,0
2,RoundTrip,23,Wed,South Korea,0,0,8.83,0
2,RoundTrip,15,Sun,Malaysia,1,0,8.83,1
1,RoundTrip,15,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,4,Tue,New Zealand,1,0,8.83,0
2,RoundTrip,0,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,13,Mon,New Zealand,0,0,8.83,0
1,RoundTrip,15,Mon,Malaysia,1,1,8.83,0
2,RoundTrip,9,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,9,Mon,New Zealand,1,0,8.83,1
2,RoundTrip,11,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,9,Sun,Malaysia,1,1,8.83,0
1,RoundTrip,1,Sun,New Zealand,1,0,8.83,0
2,RoundTrip,11,Mon,Malaysia,1,0,8.83,1
1,RoundTrip,23,Fri,United Kingdom,1,0,8.83,0
1,RoundTrip,2,Wed,Malaysia,1,1,8.83,1
1,RoundTrip,0,Tue,New Zealand,0,0,8.83,0
3,RoundTrip,13,Mon,Malaysia,1,1,8.83,0
2,RoundTrip,11,Fri,New Zealand,1,0,8.83,0
2,RoundTrip,2,Thu,New Zealand,1,0,8.83,0
3,RoundTrip,9,Sat,New Zealand,1,0,8.83,0
7,RoundTrip,1,Tue,Malaysia,1,0,8.83,0
1,RoundTrip,6,Sun,New Zealand,1,0,8.83,0
2,RoundTrip,10,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,1,Thu,United States,0,0,8.83,0
2,RoundTrip,17,Sat,Malaysia,1,1,8.83,1
3,RoundTrip,4,Tue,Singapore,1,0,8.83,0
1,RoundTrip,17,Sun,United Kingdom,0,0,8.83,0
2,RoundTrip,17,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,6,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,4,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,6,Sat,Malaysia,1,0,8.83,0
2,RoundTrip,17,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,6,Sun,Malaysia,1,0,8.83,1
4,RoundTrip,23,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,7,Thu,Malaysia,1,0,8.83,1
1,RoundTrip,9,Tue,New Zealand,1,0,8.83,1
1,RoundTrip,5,Mon,New Zealand,1,1,8.83,0
1,RoundTrip,13,Mon,Malaysia,1,1,8.83,1
1,RoundTrip,5,Mon,Malaysia,1,0,8.83,1
3,RoundTrip,2,Wed,Malaysia,1,1,8.83,0
2,RoundTrip,7,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,1,Mon,France,0,0,8.83,0
2,RoundTrip,13,Wed,Vietnam,0,0,8.83,0
1,RoundTrip,7,Mon,New Zealand,1,0,8.83,0
2,RoundTrip,8,Fri,Malaysia,1,1,8.83,0
2,RoundTrip,14,Wed,Malaysia,1,1,8.83,0
2,RoundTrip,15,Sat,United States,1,1,8.83,1
2,RoundTrip,17,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,10,Thu,New Zealand,1,0,8.83,1
1,RoundTrip,9,Fri,Malaysia,1,0,8.83,0
2,RoundTrip,14,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,13,Mon,Malaysia,1,1,8.83,1
3,RoundTrip,8,Tue,New Zealand,1,0,8.83,1
1,RoundTrip,6,Fri,New Zealand,1,0,8.83,0
2,RoundTrip,4,Tue,Malaysia,0,0,8.83,1
1,RoundTrip,8,Sun,Malaysia,1,0,8.83,0
2,RoundTrip,9,Sun,Laos,0,0,8.83,0
5,RoundTrip,11,Wed,Malaysia,1,0,8.83,0
1,OneWay,7,Tue,New Zealand,1,0,8.83,0
9,RoundTrip,7,Fri,Malaysia,1,0,8.83,0
2,RoundTrip,0,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,1,Sat,New Zealand,1,0,8.83,0
2,RoundTrip,9,Sat,Malaysia,0,0,8.83,0
4,RoundTrip,9,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,6,Mon,New Zealand,1,0,8.83,0
2,RoundTrip,2,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,9,Tue,New Zealand,0,0,8.83,0
1,RoundTrip,23,Mon,Hungary,0,0,8.83,0
1,RoundTrip,2,Fri,New Zealand,0,0,8.83,0
1,RoundTrip,8,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,5,Tue,Malaysia,0,1,8.83,0
1,RoundTrip,3,Fri,Hong Kong,0,0,8.83,0
1,RoundTrip,9,Mon,New Zealand,0,0,8.83,0
1,RoundTrip,17,Tue,Malaysia,1,1,8.83,0
1,RoundTrip,10,Tue,New Zealand,1,0,8.83,0
2,RoundTrip,16,Wed,Malaysia,1,0,8.83,0
2,RoundTrip,6,Tue,Malaysia,1,1,8.83,0
2,RoundTrip,3,Sat,Malaysia,0,0,8.83,0
2,RoundTrip,4,Mon,New Zealand,0,0,8.83,0
1,RoundTrip,17,Tue,Malaysia,1,0,8.83,0
1,RoundTrip,2,Wed,Malaysia,1,0,8.83,0
2,RoundTrip,13,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,7,Sun,Malaysia,1,1,8.83,0
1,RoundTrip,14,Wed,Malaysia,0,0,8.83,0
1,RoundTrip,14,Tue,Malaysia,1,0,8.83,1
2,RoundTrip,3,Tue,New Zealand,1,1,8.83,0
2,RoundTrip,13,Wed,Malaysia,1,0,8.83,0
1,OneWay,19,Wed,New Zealand,1,0,8.83,0
2,RoundTrip,11,Wed,United Kingdom,0,0,8.83,0
1,RoundTrip,7,Tue,Malaysia,0,0,8.83,0
1,RoundTrip,2,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,6,Fri,Malaysia,1,0,8.83,0
2,RoundTrip,13,Mon,Malaysia,1,1,8.83,0
3,RoundTrip,15,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,5,Sun,New Zealand,1,0,8.83,0
2,RoundTrip,15,Fri,Portugal,0,0,8.83,0
2,RoundTrip,10,Fri,Czech Republic,1,0,8.83,0
2,RoundTrip,22,Fri,New Zealand,0,1,8.83,0
1,RoundTrip,20,Sat,South Korea,0,0,8.83,0
1,RoundTrip,14,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,10,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,4,Tue,New Zealand,1,0,8.83,0
6,RoundTrip,17,Thu,Malaysia,1,1,8.83,1
2,RoundTrip,2,Sun,Netherlands,1,0,8.83,0
1,RoundTrip,9,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,5,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,17,Thu,Singapore,1,0,8.83,0
1,RoundTrip,0,Sat,New Zealand,1,0,8.83,0
3,RoundTrip,1,Tue,Malaysia,1,0,8.83,1
2,RoundTrip,1,Fri,New Zealand,0,0,8.83,0
3,RoundTrip,0,Wed,Malaysia,1,0,8.83,1
1,RoundTrip,5,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,2,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,9,Tue,New Zealand,1,0,8.83,0
4,RoundTrip,7,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,1,Tue,Philippines,1,1,8.83,0
1,RoundTrip,6,Sun,New Zealand,1,0,8.83,1
1,RoundTrip,8,Tue,Malaysia,1,1,8.83,1
1,RoundTrip,7,Tue,Malaysia,1,0,8.83,1
3,RoundTrip,7,Wed,Malaysia,0,0,8.83,0
1,RoundTrip,6,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,12,Sun,Malaysia,0,0,8.83,0
2,RoundTrip,13,Fri,Malaysia,0,0,8.83,0
1,RoundTrip,11,Wed,New Zealand,0,0,8.83,0
1,RoundTrip,14,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,4,Wed,New Zealand,0,0,8.83,0
4,RoundTrip,8,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,9,Thu,New Zealand,0,0,8.83,0
1,RoundTrip,11,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,17,Thu,New Zealand,0,0,8.83,0
1,RoundTrip,12,Mon,New Zealand,0,0,8.83,0
2,RoundTrip,19,Fri,Ireland,1,0,8.83,0
2,RoundTrip,7,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,9,Thu,Malaysia,1,0,8.83,0
1,RoundTrip,11,Sat,New Zealand,1,1,8.83,0
2,RoundTrip,11,Sun,Malaysia,1,0,8.83,0
1,OneWay,2,Sun,New Zealand,1,0,8.83,0
4,RoundTrip,9,Mon,Malaysia,0,0,8.83,0
1,RoundTrip,21,Tue,New Zealand,1,1,8.83,0
3,RoundTrip,9,Mon,New Zealand,0,0,8.83,0
2,RoundTrip,4,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,7,Thu,Malaysia,1,1,8.83,0
2,RoundTrip,12,Wed,Malaysia,0,0,8.83,0
1,RoundTrip,8,Mon,Malaysia,1,1,8.83,1
1,RoundTrip,2,Wed,Malaysia,1,0,8.83,1
1,RoundTrip,0,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,4,Mon,Malaysia,0,0,8.83,0
1,RoundTrip,6,Mon,Malaysia,0,0,8.83,0
1,RoundTrip,4,Wed,New Zealand,0,0,8.83,0
1,RoundTrip,10,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,9,Thu,India,0,0,8.83,0
1,RoundTrip,8,Mon,Malaysia,0,0,8.83,0
6,RoundTrip,8,Tue,Malaysia,1,0,8.83,1
3,RoundTrip,4,Fri,New Zealand,1,0,8.83,0
2,RoundTrip,14,Thu,Netherlands,0,0,8.83,0
1,RoundTrip,9,Thu,New Zealand,1,0,8.83,0
1,RoundTrip,16,Sat,United States,0,0,8.83,0
1,RoundTrip,4,Tue,United Kingdom,1,0,8.83,0
1,RoundTrip,9,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,6,Fri,Singapore,0,0,8.83,0
3,RoundTrip,15,Mon,Malaysia,1,1,8.83,0
1,RoundTrip,9,Thu,Malaysia,1,1,8.83,1
1,RoundTrip,1,Tue,New Zealand,1,0,8.83,0
6,RoundTrip,4,Thu,Malaysia,1,0,8.83,0
1,RoundTrip,7,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,7,Fri,Malaysia,1,0,8.83,0
1,RoundTrip,4,Wed,Malaysia,1,0,8.83,1
2,RoundTrip,8,Thu,Malaysia,1,1,8.83,1
3,RoundTrip,3,Sat,New Zealand,0,0,8.83,0
2,RoundTrip,8,Fri,Thailand,1,0,8.83,0
1,RoundTrip,2,Sat,New Zealand,1,0,8.83,0
2,RoundTrip,16,Wed,Malaysia,1,0,8.83,0
3,RoundTrip,15,Tue,Malaysia,1,1,8.83,0
2,RoundTrip,9,Wed,Cyprus,1,0,8.83,0
2,RoundTrip,5,Wed,New Zealand,1,1,8.83,0
2,RoundTrip,7,Sat,Malaysia,0,0,8.83,0
1,RoundTrip,15,Fri,New Zealand,0,0,8.83,0
1,RoundTrip,8,Sun,Malaysia,1,0,8.83,0
2,RoundTrip,15,Wed,Malaysia,1,0,8.83,1
2,RoundTrip,14,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,6,Wed,Malaysia,1,1,8.83,1
1,RoundTrip,0,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,10,Sat,New Zealand,0,0,8.83,0
1,RoundTrip,0,Tue,New Zealand,1,0,8.83,0
3,RoundTrip,16,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,7,Sun,New Zealand,1,1,8.83,0
1,RoundTrip,9,Sun,New Zealand,1,1,8.83,1
1,RoundTrip,10,Tue,New Zealand,1,0,8.83,0
2,RoundTrip,9,Sun,Laos,1,0,8.83,0
1,RoundTrip,10,Sun,Malaysia,1,0,8.83,1
1,RoundTrip,6,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,6,Sat,New Zealand,0,1,8.83,0
1,RoundTrip,8,Mon,Malaysia,1,0,8.83,1
2,RoundTrip,9,Mon,New Zealand,1,0,8.83,0
3,RoundTrip,8,Wed,Malaysia,1,1,8.83,0
1,RoundTrip,17,Tue,Malaysia,0,0,8.83,1
1,RoundTrip,8,Tue,Malaysia,1,0,8.83,0
1,RoundTrip,6,Sat,Malaysia,0,0,8.83,0
2,RoundTrip,0,Wed,Malaysia,1,1,8.83,1
2,RoundTrip,3,Wed,Malaysia,1,1,8.83,1
1,RoundTrip,14,Fri,Saudi Arabia,1,1,8.83,0
1,RoundTrip,7,Sat,New Zealand,0,0,8.83,0
1,RoundTrip,0,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,14,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,10,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,0,Sun,New Zealand,0,0,8.83,1
2,RoundTrip,20,Fri,New Zealand,0,0,8.83,0
2,RoundTrip,9,Wed,India,1,0,8.83,0
1,RoundTrip,14,Wed,Singapore,0,0,8.83,0
1,RoundTrip,17,Thu,Malaysia,1,0,8.83,0
2,RoundTrip,13,Mon,Malaysia,1,1,8.83,0
1,RoundTrip,4,Sun,New Zealand,0,0,8.83,0
5,RoundTrip,2,Thu,New Zealand,1,0,8.83,0
3,RoundTrip,21,Thu,New Zealand,1,1,8.83,0
1,RoundTrip,1,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,4,Sun,Malaysia,0,1,8.83,0
1,RoundTrip,15,Sun,Malaysia,1,0,8.83,0
2,RoundTrip,3,Mon,Malaysia,1,1,8.83,1
1,RoundTrip,8,Sun,New Zealand,1,0,8.83,0
4,RoundTrip,5,Mon,United Kingdom,1,1,8.83,0
1,RoundTrip,5,Sun,Malaysia,1,1,8.83,1
1,RoundTrip,9,Mon,New Zealand,1,0,8.83,0
3,RoundTrip,15,Thu,Malaysia,1,1,8.83,0
2,RoundTrip,19,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,4,Tue,Thailand,1,0,8.83,0
1,RoundTrip,8,Tue,New Zealand,1,0,8.83,0
1,RoundTrip,1,Wed,Malaysia,1,1,8.83,1
2,RoundTrip,1,Tue,New Zealand,0,0,8.83,0
1,RoundTrip,15,Wed,Malaysia,1,0,8.83,1
1,RoundTrip,13,Mon,Malaysia,0,0,8.83,0
1,RoundTrip,9,Sat,Malaysia,1,1,8.83,1
1,RoundTrip,8,Thu,New Zealand,1,1,8.83,0
2,RoundTrip,7,Sat,New Zealand,1,0,8.83,0
4,RoundTrip,4,Sat,Malaysia,1,0,8.83,0
2,RoundTrip,6,Mon,Malaysia,1,0,8.83,0
4,RoundTrip,5,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,4,Sat,Malaysia,1,1,8.83,0
2,RoundTrip,4,Fri,Malaysia,0,0,8.83,1
2,RoundTrip,17,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,10,Wed,New Zealand,1,0,8.83,0
2,RoundTrip,1,Mon,New Zealand,1,0,8.83,0
2,RoundTrip,7,Sun,New Zealand,0,0,8.83,0
2,RoundTrip,7,Thu,Malaysia,1,0,8.83,0
1,RoundTrip,5,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,8,Sun,New Zealand,1,1,8.83,0
2,RoundTrip,4,Sun,Malaysia,0,0,8.83,0
2,RoundTrip,9,Mon,Japan,1,1,8.83,0
2,RoundTrip,2,Fri,New Zealand,1,1,8.83,0
2,RoundTrip,15,Thu,Malaysia,0,0,8.83,0
1,RoundTrip,1,Sat,New Zealand,1,0,8.83,0
2,RoundTrip,5,Wed,New Zealand,1,0,8.83,0
3,RoundTrip,13,Thu,New Zealand,1,0,8.83,0
1,RoundTrip,12,Thu,Singapore,1,0,8.83,0
4,RoundTrip,8,Thu,Malaysia,1,1,8.83,1
2,RoundTrip,9,Mon,Malaysia,0,0,8.83,1
1,RoundTrip,5,Tue,Malaysia,1,0,8.83,1
1,RoundTrip,12,Thu,Malaysia,0,0,8.83,0
1,RoundTrip,8,Mon,Malaysia,1,0,8.83,0
2,RoundTrip,10,Mon,Malaysia,1,0,8.83,1
1,RoundTrip,8,Sat,New Zealand,1,0,8.83,0
2,RoundTrip,5,Sun,New Zealand,0,0,8.83,0
2,RoundTrip,6,Fri,Malaysia,0,0,8.83,1
1,RoundTrip,10,Tue,Malaysia,1,0,8.83,0
1,RoundTrip,0,Thu,New Zealand,0,0,8.83,0
1,RoundTrip,9,Tue,New Zealand,0,0,8.83,0
2,RoundTrip,9,Wed,New Zealand,1,1,8.83,0
1,RoundTrip,7,Sun,Malaysia,1,0,8.83,1
3,RoundTrip,10,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,3,Mon,New Zealand,1,1,8.83,0
4,RoundTrip,2,Thu,Malaysia,1,0,8.83,1
2,RoundTrip,17,Mon,Spain,1,0,8.83,0
2,RoundTrip,5,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,8,Fri,New Zealand,1,0,8.83,0
2,RoundTrip,15,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,5,Wed,Malaysia,0,0,8.83,0
2,RoundTrip,2,Thu,New Zealand,1,1,8.83,0
5,RoundTrip,1,Sun,Malaysia,1,0,8.83,1
1,RoundTrip,6,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,12,Sun,Australia,1,0,8.83,1
1,RoundTrip,4,Mon,New Zealand,1,1,8.83,0
1,RoundTrip,9,Wed,New Zealand,0,0,8.83,0
1,RoundTrip,6,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,11,Sun,New Zealand,1,1,8.83,0
1,RoundTrip,2,Thu,Malaysia,1,0,8.83,1
1,RoundTrip,10,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,19,Tue,United Kingdom,1,0,8.83,0
1,RoundTrip,16,Tue,Malaysia,1,0,8.83,1
1,RoundTrip,8,Fri,New Zealand,1,1,8.83,0
5,RoundTrip,23,Mon,New Zealand,1,1,8.83,0
2,RoundTrip,5,Fri,New Zealand,1,0,8.83,0
4,RoundTrip,4,Wed,Malaysia,1,1,8.83,1
2,RoundTrip,18,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,12,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,3,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,11,Wed,New Zealand,0,0,8.83,0
2,RoundTrip,3,Wed,Malaysia,1,1,8.83,0
1,RoundTrip,15,Thu,Malaysia,1,0,8.83,1
1,RoundTrip,13,Fri,Malaysia,1,0,8.83,0
1,RoundTrip,19,Wed,United Kingdom,1,1,8.83,0
3,RoundTrip,3,Sun,Malaysia,1,1,8.83,0
1,RoundTrip,11,Tue,New Zealand,1,0,8.83,0
1,RoundTrip,2,Fri,Malaysia,0,0,8.83,0
2,RoundTrip,5,Fri,Malaysia,0,0,8.83,0
1,RoundTrip,8,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,4,Sun,Malaysia,0,0,8.83,0
2,RoundTrip,4,Wed,New Zealand,1,0,8.83,0
2,RoundTrip,6,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,6,Sat,New Zealand,0,0,8.83,0
1,RoundTrip,6,Sun,Malaysia,0,1,8.83,1
1,RoundTrip,8,Sun,New Zealand,0,0,8.83,0
2,RoundTrip,14,Mon,Malaysia,1,1,8.83,1
1,RoundTrip,3,Sat,Malaysia,1,0,8.83,1
2,RoundTrip,22,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,23,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,5,Sat,Malaysia,0,0,8.83,0
2,RoundTrip,1,Thu,Malaysia,1,1,8.83,0
1,RoundTrip,7,Fri,Malaysia,1,0,8.83,0
1,RoundTrip,7,Thu,Malaysia,1,0,8.83,0
2,RoundTrip,3,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,12,Mon,Germany,1,1,8.83,0
1,RoundTrip,11,Mon,New Zealand,1,1,8.83,0
4,RoundTrip,23,Tue,New Zealand,1,0,8.83,0
1,RoundTrip,11,Tue,New Zealand,1,0,8.83,0
2,RoundTrip,0,Thu,New Zealand,0,0,8.83,0
2,RoundTrip,2,Sun,New Zealand,0,0,8.83,0
1,RoundTrip,9,Tue,Malaysia,1,0,8.83,0
4,RoundTrip,0,Wed,Malaysia,1,0,8.83,0
1,RoundTrip,8,Sat,New Zealand,0,0,8.83,0
1,RoundTrip,7,Thu,Malaysia,1,0,8.83,0
1,RoundTrip,1,Mon,Malaysia,1,0,8.83,0
2,RoundTrip,14,Sun,Malaysia,0,0,8.83,1
1,RoundTrip,2,Sun,Malaysia,1,1,8.83,1
1,RoundTrip,6,Tue,Malaysia,1,1,8.83,0
1,RoundTrip,15,Fri,Malaysia,1,0,8.83,0
1,RoundTrip,7,Fri,New Zealand,1,0,8.83,0
1,RoundTrip,10,Fri,Italy,0,0,8.83,0
5,RoundTrip,15,Tue,Malaysia,0,1,8.83,0
2,RoundTrip,6,Tue,New Zealand,1,1,8.83,0
1,RoundTrip,4,Sat,New Zealand,0,0,8.83,0
2,RoundTrip,13,Wed,Malaysia,1,1,8.83,0
1,RoundTrip,8,Fri,New Zealand,0,0,8.83,0
1,RoundTrip,8,Fri,Vietnam,1,1,8.83,0
1,RoundTrip,2,Thu,New Zealand,0,0,8.83,1
1,RoundTrip,17,Sat,Malaysia,0,0,8.83,0
2,RoundTrip,5,Sun,Malaysia,1,0,8.83,0
2,RoundTrip,8,Wed,Malaysia,0,0,8.83,0
2,RoundTrip,23,Tue,New Zealand,1,0,8.83,0
3,RoundTrip,6,Sun,Malaysia,1,0,8.83,1
1,RoundTrip,14,Wed,Malaysia,0,0,8.83,0
2,RoundTrip,6,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,4,Fri,Malaysia,1,0,8.83,0
3,RoundTrip,14,Tue,Malaysia,0,0,8.83,1
1,RoundTrip,6,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,4,Wed,Saudi Arabia,0,0,8.83,0
1,RoundTrip,4,Wed,New Zealand,1,0,8.83,0
2,RoundTrip,0,Fri,Malaysia,1,1,8.83,0
1,RoundTrip,11,Sat,New Zealand,1,1,8.83,0
1,RoundTrip,1,Fri,India,1,0,8.83,0
1,RoundTrip,8,Fri,Malaysia,1,0,8.83,0
3,RoundTrip,12,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,20,Thu,New Zealand,1,0,8.83,0
2,RoundTrip,15,Mon,Malaysia,0,0,8.83,1
1,RoundTrip,8,Mon,Malaysia,1,1,8.83,0
2,RoundTrip,16,Sat,United Kingdom,1,0,8.83,0
1,RoundTrip,3,Thu,Malaysia,1,0,8.83,0
2,RoundTrip,15,Tue,United Kingdom,0,0,8.83,0
1,RoundTrip,7,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,9,Thu,Malaysia,1,1,8.83,1
1,RoundTrip,4,Sat,Malaysia,0,1,8.83,0
2,RoundTrip,0,Sat,Malaysia,0,0,8.83,0
1,RoundTrip,3,Tue,Malaysia,1,1,8.83,0
2,RoundTrip,11,Wed,New Zealand,1,0,8.83,0
4,RoundTrip,8,Tue,New Zealand,0,0,8.83,0
1,RoundTrip,13,Sat,Malaysia,1,0,8.83,1
1,RoundTrip,8,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,6,Sat,Malaysia,1,0,8.83,0
2,RoundTrip,9,Mon,New Zealand,1,0,8.83,0
2,RoundTrip,22,Fri,New Zealand,1,0,8.83,0
4,RoundTrip,13,Sun,Malaysia,1,0,8.83,0
2,RoundTrip,10,Sun,New Zealand,0,0,8.83,0
1,RoundTrip,6,Mon,New Zealand,1,0,8.83,0
2,RoundTrip,1,Thu,Malaysia,1,0,8.83,0
8,RoundTrip,3,Sun,Malaysia,1,1,8.83,1
1,RoundTrip,21,Sun,New Zealand,0,0,8.83,0
1,RoundTrip,12,Mon,Malaysia,1,0,8.83,1
1,RoundTrip,0,Sun,New Zealand,1,0,8.83,0
2,RoundTrip,14,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,6,Wed,Malaysia,1,0,8.83,1
1,RoundTrip,2,Sat,New Zealand,1,0,8.83,0
1,RoundTrip,16,Sun,Malaysia,0,0,8.83,0
1,RoundTrip,9,Wed,New Zealand,1,0,8.83,0
1,RoundTrip,4,Tue,New Zealand,1,0,8.83,0
1,RoundTrip,3,Sat,Malaysia,1,0,8.83,1
1,RoundTrip,4,Sun,Malaysia,1,0,8.83,0
1,RoundTrip,5,Tue,Singapore,1,0,8.83,0
3,RoundTrip,11,Sun,New Zealand,1,0,8.83,0
1,RoundTrip,8,Thu,New Zealand,0,0,8.83,0
1,RoundTrip,14,Mon,Malaysia,1,0,8.83,0
1,RoundTrip,9,Mon,New Zealand,1,0,8.83,0
1,RoundTrip,20,Tue,Singapore,1,0,8.83,0
1,RoundTrip,1,Fri,Malaysia,1,0,8.83,1
1,RoundTrip,12,Mon,Malaysia,0,0,8.83,0
1,RoundTrip,2,Mon,Malaysia,0,0,8.83,0
5,RoundTrip,16,Tue,Malaysia,1,0,8.83,0
2,RoundTrip,5,Fri,New Zealand,1,1,8.83,0
4,RoundTrip,3,Wed,New Zealand,0,0,8.83,0
2,RoundTrip,15,Sat,Malaysia,0,0,8.83,0
2,RoundTrip,9,Mon,Malaysia,1,1,8.83,1
2,RoundTrip,14,Sat,Malaysia,1,0,8.83,0
1,RoundTrip,12,Mon,Malaysia,1,0,8.83,1
2,RoundTrip,22,Tue,New Zealand,1,0,8.83,0
2,RoundTrip,2,Mon,Malaysia,1,1,8.83,0
1,RoundTrip,7,Mon,New Zealand,1,1,8.83,0
1,RoundTrip,3,Thu,New Zealand,0,0,8.83,0
1,RoundTrip,19,Sat,New Zealand,1,0,8.83,0
